,Split1,Split2,Split3,Split4,Split5
0,0.24059573784063104,0.0021823568409053357,0.0011678294613868614,0.0007155200057010442,0.0005630477345166363
1,0.17697695951376644,0.002554630059092504,0.0012652701158250407,0.0010004323670266748,0.0007723754911097215
2,0.12461855281676565,0.003328614728277589,0.0013996941127438962,0.0017297612006766197,0.0011468849895789894
3,0.12025135536278997,0.004954270037891779,0.0015807756086298652,0.004011573799570996,0.001271100000496561
4,0.11078842520713807,0.005559377235662628,0.001478979608731668,0.0055535291933165995,0.001097234328879122
5,0.10445584256734167,0.0032114543667201823,0.001528895584044098,0.004834250216089471,0.0006976919414381586
6,0.07853437088429928,0.0020861172607104157,0.0012277385134654912,0.001375280924118452,0.0004826100557605618
7,0.050393729326980455,0.0018772511924791924,0.0012440340988116262,0.0007717623325961668,0.0004176575979968275
8,0.006402992452827415,0.0018862146531241609,0.0012053972055736713,0.0006437910443194814,0.0003808121981501793
9,0.008279331351015051,0.0019687623667468484,0.0011973204938316238,0.0005652466071130131,0.00036953502764724787
10,0.010052747104990496,0.0020175832737375924,0.0011956852944884735,0.0005466260225840018,0.00037630086696141464
11,0.005699892615999228,0.0018739360530781461,0.0012437690333480516,0.0005331844406433626,0.0004009133790576191
12,0.004823628572214927,0.001762828355555378,0.001277159720947088,0.000531668488192864,0.0004309597174098423
13,0.004668158171407413,0.0017608261426930573,0.0013593093557790132,0.000543452606456105,0.0004862167594687177
14,0.004490034140430258,0.00204971454454898,0.0013994905571161002,0.0005828788340449149,0.0005866250337251596
15,0.004417401346394659,0.0029160440316116634,0.0014714228386626435,0.0006692491324813577,0.0006872065857449737
16,0.004464665297003064,0.004321041248089812,0.0014094047482828146,0.0008528630220918247,0.000832903715403167
17,0.004633847202556873,0.004709880918690419,0.0014171147558214615,0.0013990979755836748,0.0009021621280215142
18,0.004759968346999293,0.003098074737422297,0.001189558123510555,0.001599756000452006,0.0008628768766883071
19,0.004775895187132327,0.0020113303947003626,0.0012013622237491753,0.001389566544811471,0.0007555797662363663
20,0.004693117522443312,0.0017332662784069048,0.0010459649649943704,0.0010997418145334322,0.0005700754306976212
21,0.00461836732529004,0.001667259737138359,0.0010891809900092963,0.0009150336951125597,0.0004752288359909526
22,0.004566120058090226,0.0016506969498840725,0.0009670385576378143,0.0008162061602875761,0.00039590173279964756
23,0.00456687010346546,0.001631526867338912,0.001038443779195358,0.0007564168408247446,0.00035585626404548723
24,0.00458509158995834,0.001605069482243283,0.0010042202841004375,0.0010033650522966358,0.00032644431676199457
25,0.00460938580180352,0.001606981327619151,0.001106845393143762,0.0010848129779128292,0.00030108219135695707
26,0.004587544151581824,0.0017216236653497463,0.001111673946039538,0.0009809961494732268,0.00029118405882948
27,0.004525634526258468,0.0021050878092671367,0.0013445171463560763,0.0008993352969746027,0.0002817323281382721
28,0.004434141538554936,0.0029388183076430032,0.0014223910958223267,0.0008481745471444938,0.0002810314136377749
29,0.004359594080139816,0.00407801818615321,0.0017760268724040065,0.0008364398647706404,0.00027666207348944684
