,Split1,Split2,Split3,Split4,Split5
0,0.0015950548023517643,0.00020720868524996206,0.0002497565563964476,0.0005206132202710904,0.0003035276717259493
1,0.04302330008574894,0.00013362887427532808,0.00020677074244920701,0.0007879836875027124,0.0004646079188369843
2,0.05700928888150624,0.0007460173571165254,0.0002204758452273258,0.0014255349239019651,0.000575428663231208
3,0.0659157236133303,0.0006773730982689465,0.0002002303849144097,0.0012213074549717803,0.0005400914902916649
4,0.0607648503780365,0.0004259238654916036,0.00022468097786413173,0.0007304731333418422,0.00029805000963991127
5,0.055189932137727736,0.0002563071247269808,0.000222740231636296,0.0003731771289046303,0.0001843996852333377
6,0.024659973915134158,0.0001631332859649271,0.00020958748871758502,0.00022553146474922574,0.0001715830107870321
7,0.014718165317816393,0.00013725577189185794,0.00020246374037539018,0.00017156787882772155,0.00016883547328053468
8,0.00022049738767756415,0.0001336958886624532,0.00020144017769903796,0.00015532109676532341,0.00016960888148666954
9,0.0011293715201983493,0.0001854199576166835,0.00019677666596026492,0.00016480653639390906,0.00017028708748676512
10,0.0006867209352952029,0.0001282737507086069,0.00019532443522189555,0.000155220914207412,0.00017419248238677182
11,0.0003530500073351764,0.00010441374813919848,0.0001922360880614132,0.0001494157564593479,0.00018139700068677046
12,0.00034259042361684677,9.446505737674245e-05,0.00019971042433931192,0.0001536846076036659,0.00020059461562322027
13,0.0003367155937926977,9.859541641298107e-05,0.0001974298612074532,0.00015737665362137987,0.0002458871748994093
14,0.00031659533932854955,0.00013192153219666154,0.00022857325068690766,0.0001732938224449754,0.00031670226451817405
15,0.0002844749176750026,0.0003088342752001134,0.00019707895659494323,0.00015885831790641737,0.0004115594211539411
16,0.0002694028984530762,0.0004909676104905381,0.00022699498999133801,0.00024626000651525675,0.00047646475316260955
17,0.0002640414638153743,0.0003720118980941442,0.00018877805789273579,0.00032843754169347523,0.0004364311815721981
18,0.0002682830945039833,0.00024513857448023085,0.00019301805519193047,0.000344022654626571,0.0003539123096929706
19,0.00027569055632089396,0.0001667379676949535,0.00018997698436763486,0.0002812812994332643,0.0002234362525842994
20,0.0002794444942264818,0.0001241621704390669,0.0001908543867688484,0.0002271366728679605,0.0001798848797572799
21,0.0002820885812564354,9.893493663688052e-05,0.0002018814471400327,0.00020094683966074715,0.0001521239668714354
22,0.00028148366766150243,8.61323639834696e-05,0.00018738110931304093,0.00019579725799111414,0.00014543024085305004
23,0.00028388659311791086,7.955944352904632e-05,0.0001950060731807321,0.0001967770592670258,0.000141640840636858
24,0.00028457153979356267,7.528424748477149e-05,0.0001826739554309239,0.00023519996935698453,0.00013857955892895718
25,0.00028813677274488976,7.712154221464632e-05,0.0001833209776446831,0.0002481329376960147,0.00014513861338877264
26,0.0002873899377716173,8.624263160101614e-05,0.00019260929699866812,0.00024207161950983737,0.0001531378468442484
27,0.00028820436755527877,0.00014457441809893082,0.00019185601568867658,0.0002336358667915346,0.00016278491666854683
28,0.00028557913120104265,0.0003255646794717363,0.0003001150752810398,0.0002301218525119598,0.00016292249489328767
29,0.0002867920430643218,0.0004006369856336065,0.0002611979398969166,0.00022994355883934652,0.00016907676170770843
30,0.0002871222480566108,0.00033388875725653093,0.00030024921758568026,0.0002445600540737923,0.00015419560277004198
31,0.0002894986716065822,0.00027813401144119275,0.00020835355550180963,0.00024710203033976886,0.000163900077550571
